"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RLT","62 Day Wait for first treatment By Cancer","0.851","3.5","23.5","2017","12"
"RE9","62 Day Wait for first treatment By Cancer","0.708","3.5","12.0","2017","10"
"RAX","62 Day Wait for first treatment By Cancer","0.932","3.5","51.5","2017","6"
"RAX","62 Day Wait for first treatment By Cancer","0.939","3.5","57.5","2017","4"
"RPC","62 Day Wait for first treatment By Cancer","0.854","3.5","24.0","2017","11"
"RJC","62 Day Wait for first treatment By Cancer","0.920","3.5","44.0","2017","5"
"RC1","62 Day Wait for first treatment By Cancer","0.942","3.5","60.5","2017","10"
"RJN","62 Day Wait for first treatment By Cancer","0.868","3.5","26.5","2017","5"
"RJF","62 Day Wait for first treatment By Cancer","0.916","3.5","41.5","2017","12"
"RT3","62 Day Wait for first treatment By Cancer","0.462","3.5","6.5","2017","3"
"RKE","62 Day Wait for first treatment By Cancer","0.844","3.5","22.5","2017","6"
"RAS","62 Day Wait for first treatment By Cancer","0.920","3.5","43.5","2017","2"
"RMP","62 Day Wait for first treatment By Cancer","0.894","3.5","33.0","2017","3"
"RFF","62 Day Wait for first treatment By Cancer","0.911","3.5","39.5","2017","11"
"RMC","62 Day Wait for first treatment By Cancer","0.931","3.5","50.5","2017","12"
"RMC","62 Day Wait for first treatment By Cancer","0.930","3.5","50.0","2017","5"
"RRF","62 Day Wait for first treatment By Cancer","0.942","3.5","60.0","2017","6"
"RC9","62 Day Wait for first treatment By Cancer","0.907","3.5","37.5","2017","10"
"NV3","62 Day Wait for first treatment By Cancer","0.926","3.5","47.5","2017","8"
"REP","62 Day Wait for first treatment By Cancer","0.684","3.0","9.5","2017","12"
"RJN","62 Day Wait for first treatment By Cancer","0.905","3.0","31.5","2017","3"
"RBT","62 Day Wait for first treatment By Cancer","0.929","3.0","42.5","2017","9"
"RMP","62 Day Wait for first treatment By Cancer","0.926","3.0","40.5","2017","1"
"RAN","62 Day Wait for first treatment By Cancer","0.714","3.0","10.5","2017","5"
"RBT","62 Day Wait for first treatment By Cancer","0.953","3.0","64.0","2017","8"
"RT3","62 Day Wait for first treatment By Cancer","0.250","3.0","4.0","2017","5"
"RBK","62 Day Wait for first treatment By Cancer","0.887","3.0","26.5","2017","4"
"RAS","62 Day Wait for first treatment By Cancer","0.922","3.0","38.5","2017","3"
"RWW","62 Day Wait for first treatment By Cancer","0.910","3.0","33.5","2017","12"
"RBT","62 Day Wait for first treatment By Cancer","0.956","3.0","67.5","2017","5"
"RCF","62 Day Wait for first treatment By Cancer","0.913","3.0","34.5","2017","2"
"RBQ","62 Day Wait for first treatment By Cancer","0.818","3.0","16.5","2017","1"
"RCF","62 Day Wait for first treatment By Cancer","0.938","3.0","48.0","2017","3"
"RRF","62 Day Wait for first treatment By Cancer","0.945","3.0","54.5","2017","4"
"RCF","62 Day Wait for first treatment By Cancer","0.929","3.0","42.0","2017","4"
"RPC","62 Day Wait for first treatment By Cancer","0.864","3.0","22.0","2017","1"
"RQM","62 Day Wait for first treatment By Cancer","0.950","3.0","60.5","2017","11"
"RFF","62 Day Wait for first treatment By Cancer","0.926","3.0","40.5","2017","8"
"RRF","62 Day Wait for first treatment By Cancer","0.938","3.0","48.0","2017","9"
"RQ3","62 Day Wait for first treatment By Cancer","0.400","3.0","5.0","2017","8"
"RAP","62 Day Wait for first treatment By Cancer","0.893","3.0","28.0","2017","1"
"RBA","62 Day Wait for first treatment By Cancer","0.250","3.0","4.0","2017","2"
"RQM","62 Day Wait for first treatment By Cancer","0.945","3.0","54.5","2017","9"
"RMP","62 Day Wait for first treatment By Cancer","0.929","3.0","42.0","2017","5"
"RMP","62 Day Wait for first treatment By Cancer","0.922","3.0","38.5","2017","6"
"RMP","62 Day Wait for first treatment By Cancer","0.919","3.0","37.0","2017","9"
"RLT","62 Day Wait for first treatment By Cancer","0.900","3.0","30.0","2017","5"
"RLT","62 Day Wait for first treatment By Cancer","0.885","3.0","26.0","2017","6"
"RWJ","62 Day Wait for first treatment By Cancer","0.919","3.0","37.0","2017","4"
"RKE","62 Day Wait for first treatment By Cancer","0.854","3.0","20.5","2017","4"
"RRF","62 Day Wait for first treatment By Cancer","0.957","3.0","69.5","2017","8"
"RCD","62 Day Wait for first treatment By Cancer","0.920","3.0","37.5","2017","1"
"RAX","62 Day Wait for first treatment By Cancer","0.942","3.0","52.0","2017","3"
"RBZ","62 Day Wait for first treatment By Cancer","0.943","3.0","53.0","2017","3"
"RAP","62 Day Wait for first treatment By Cancer","0.867","3.0","22.5","2017","4"
"RCD","62 Day Wait for first treatment By Cancer","0.935","3.0","46.0","2017","12"
"RMP","62 Day Wait for first treatment By Cancer","0.929","3.0","42.5","2017","10"
"NWV","62 Day Wait for first treatment By Cancer","0.400","3.0","5.0","2017","4"
"RQX","62 Day Wait for first treatment By Cancer","0.850","3.0","20.0","2017","3"
"RMP","62 Day Wait for first treatment By Cancer","0.926","3.0","40.5","2017","7"
"RAP","62 Day Wait for first treatment By Cancer","0.895","3.0","28.5","2017","6"
"RMP","62 Day Wait for first treatment By Cancer","0.935","3.0","46.0","2017","8"
"RJN","62 Day Wait for first treatment By Cancer","0.930","3.0","43.0","2017","8"
"RQW","62 Day Wait for first treatment By Cancer","0.928","3.0","41.5","2017","5"
"RRF","62 Day Wait for first treatment By Cancer","0.947","2.5","47.5","2017","7"
"RFF","62 Day Wait for first treatment By Cancer","0.939","2.5","41.0","2017","1"
"RAX","62 Day Wait for first treatment By Cancer","0.946","2.5","46.5","2017","7"
"REP","62 Day Wait for first treatment By Cancer","0.762","2.5","10.5","2017","6"
"RQX","62 Day Wait for first treatment By Cancer","0.929","2.5","35.0","2017","11"
"RPC","62 Day Wait for first treatment By Cancer","0.853","2.5","17.0","2017","2"
"RQX","62 Day Wait for first treatment By Cancer","0.891","2.5","23.0","2017","10"
"RBT","62 Day Wait for first treatment By Cancer","0.948","2.5","48.0","2017","1"
"RMC","62 Day Wait for first treatment By Cancer","0.949","2.5","49.5","2017","6"
"RQX","62 Day Wait for first treatment By Cancer","0.878","2.5","20.5","2017","1"
"RLQ","62 Day Wait for first treatment By Cancer","0.375","2.5","4.0","2017","5"
"RRF","62 Day Wait for first treatment By Cancer","0.963","2.5","68.0","2017","11"
"RAX","62 Day Wait for first treatment By Cancer","0.949","2.5","49.0","2017","1"
"RA9","62 Day Wait for first treatment By Cancer","0.375","2.5","4.0","2017","2"
"RVV","62 Day Wait for first treatment By Cancer","0.615","2.5","6.5","2017","9"
"RAX","62 Day Wait for first treatment By Cancer","0.946","2.5","46.0","2017","9"
"RKE","62 Day Wait for first treatment By Cancer","0.889","2.5","22.5","2017","8"
"RT3","62 Day Wait for first treatment By Cancer","0.706","2.5","8.5","2017","10"
"RKE","62 Day Wait for first treatment By Cancer","0.889","2.5","22.5","2017","5"
"RT3","62 Day Wait for first treatment By Cancer","0.615","2.5","6.5","2017","8"
"RRJ","62 Day Wait for first treatment By Cancer","0.375","2.5","4.0","2017","7"
"RBK","62 Day Wait for first treatment By Cancer","0.945","2.5","45.5","2017","8"
"RMP","62 Day Wait for first treatment By Cancer","0.919","2.5","31.0","2017","12"
"RGM","62 Day Wait for first treatment By Cancer","0.643","2.5","7.0","2017","6"
"RBK","62 Day Wait for first treatment By Cancer","0.912","2.5","28.5","2017","2"
"R1F","62 Day Wait for first treatment By Cancer","0.925","2.5","33.5","2017","4"
"RD8","62 Day Wait for first treatment By Cancer","0.954","2.5","54.5","2017","7"
"RQX","62 Day Wait for first treatment By Cancer","0.896","2.5","24.0","2017","2"
"RAN","62 Day Wait for first treatment By Cancer","0.444","2.5","4.5","2017","8"
"RFF","62 Day Wait for first treatment By Cancer","0.931","2.5","36.0","2017","7"
"REP","62 Day Wait for first treatment By Cancer","0.828","2.5","14.5","2017","1"
"RMC","62 Day Wait for first treatment By Cancer","0.960","2.0","50.0","2017","2"
"RT3","62 Day Wait for first treatment By Cancer","0.636","2.0","5.5","2017","6"
"RT3","62 Day Wait for first treatment By Cancer","0.636","2.0","5.5","2017","7"
"RT3","62 Day Wait for first treatment By Cancer","0.667","2.0","6.0","2017","9"
"RT3","62 Day Wait for first treatment By Cancer","0.733","2.0","7.5","2017","11"
"RMC","62 Day Wait for first treatment By Cancer","0.964","2.0","56.0","2017","3"
"RRF","62 Day Wait for first treatment By Cancer","0.957","2.0","47.0","2017","12"
"RBT","62 Day Wait for first treatment By Cancer","0.965","2.0","56.5","2017","3"
"NYT","62 Day Wait for first treatment By Cancer","0.636","2.0","5.5","2017","9"
"RBT","62 Day Wait for first treatment By Cancer","0.967","2.0","61.0","2017","12"
"RE9","62 Day Wait for first treatment By Cancer","0.778","2.0","9.0","2017","1"
"RR7","62 Day Wait for first treatment By Cancer","0.965","2.0","57.0","2017","9"
"REP","62 Day Wait for first treatment By Cancer","0.826","2.0","11.5","2017","3"
"RLT","62 Day Wait for first treatment By Cancer","0.907","2.0","21.5","2017","10"
"RLT","62 Day Wait for first treatment By Cancer","0.917","2.0","24.0","2017","4"
"REP","62 Day Wait for first treatment By Cancer","0.840","2.0","12.5","2017","9"
"RFF","62 Day Wait for first treatment By Cancer","0.938","2.0","32.0","2017","4"
"RQX","62 Day Wait for first treatment By Cancer","0.915","2.0","23.5","2017","5"
"RLQ","62 Day Wait for first treatment By Cancer","0.951","2.0","41.0","2017","10"
"RQW","62 Day Wait for first treatment By Cancer","0.961","2.0","51.0","2017","3"
"RA4","62 Day Wait for first treatment By Cancer","0.429","2.0","3.5","2017","9"
"RKE","62 Day Wait for first treatment By Cancer","0.938","2.0","32.0","2017","10"
"RAN","62 Day Wait for first treatment By Cancer","0.714","2.0","7.0","2017","6"
"RQW","62 Day Wait for first treatment By Cancer","0.967","1.5","46.0","2017","12"
"RE9","62 Day Wait for first treatment By Cancer","0.857","1.5","10.5","2017","12"
"NWV","62 Day Wait for first treatment By Cancer","0.571","1.5","3.5","2017","9"
"RKE","62 Day Wait for first treatment By Cancer","0.929","1.5","21.0","2017","3"
"RKE","62 Day Wait for first treatment By Cancer","0.919","1.5","18.5","2017","9"
"RKE","62 Day Wait for first treatment By Cancer","0.912","1.5","17.0","2017","12"
"RRF","62 Day Wait for first treatment By Cancer","0.965","1.5","42.5","2017","10"
"RBT","62 Day Wait for first treatment By Cancer","0.970","1.5","49.5","2017","6"
"RAS","62 Day Wait for first treatment By Cancer","0.962","1.5","39.0","2017","7"
"REP","62 Day Wait for first treatment By Cancer","0.864","1.5","11.0","2017","11"
"REP","62 Day Wait for first treatment By Cancer","0.800","1.5","7.5","2017","2"
"RE9","62 Day Wait for first treatment By Cancer","0.850","1.5","10.0","2017","9"
"RL1","62 Day Wait for first treatment By Cancer","0.400","1.5","2.5","2017","6"
"RE9","62 Day Wait for first treatment By Cancer","0.889","1.5","13.5","2017","8"
"RE9","62 Day Wait for first treatment By Cancer","0.936","1.5","23.5","2017","7"
"REP","62 Day Wait for first treatment By Cancer","0.850","1.5","10.0","2017","5"
"RBQ","62 Day Wait for first treatment By Cancer","0.885","1.5","13.0","2017","10"
"RJN","62 Day Wait for first treatment By Cancer","0.957","1.5","34.5","2017","9"
"RJN","62 Day Wait for first treatment By Cancer","0.912","1.5","17.0","2017","7"
"RQM","62 Day Wait for first treatment By Cancer","0.972","1.5","54.0","2017","10"
"RJN","62 Day Wait for first treatment By Cancer","0.912","1.5","17.0","2017","4"
"NWV","62 Day Wait for first treatment By Cancer","0.500","1.5","3.0","2017","8"
"RRJ","62 Day Wait for first treatment By Cancer","0.750","1.5","6.0","2017","1"
"NWV","62 Day Wait for first treatment By Cancer","0.625","1.5","4.0","2017","3"
"RMC","62 Day Wait for first treatment By Cancer","0.966","1.5","43.5","2017","1"
"RAN","62 Day Wait for first treatment By Cancer","0.842","1.5","9.5","2017","7"
"NHT","62 Day Wait for first treatment By Cancer","0.800","1.5","7.5","2017","11"
"RBQ","62 Day Wait for first treatment By Cancer","0.932","1.5","22.0","2017","5"
"RBT","62 Day Wait for first treatment By Cancer","0.972","1.5","54.0","2017","11"
"RCF","62 Day Wait for first treatment By Cancer","0.951","1.5","30.5","2017","8"
"RBQ","62 Day Wait for first treatment By Cancer","0.870","1.5","11.5","2017","2"
"RBQ","62 Day Wait for first treatment By Cancer","0.885","1.5","13.0","2017","3"
"RBT","62 Day Wait for first treatment By Cancer","0.976","1.5","62.0","2017","4"
"RL1","62 Day Wait for first treatment By Cancer","0.600","1.0","2.5","2017","10"
"RQ3","62 Day Wait for first treatment By Cancer","0.667","1.0","3.0","2017","9"
"NHT","62 Day Wait for first treatment By Cancer","0.920","1.0","12.5","2017","12"
"REP","62 Day Wait for first treatment By Cancer","0.909","1.0","11.0","2017","7"
"RT3","62 Day Wait for first treatment By Cancer","0.833","1.0","6.0","2017","12"
"RT3","62 Day Wait for first treatment By Cancer","0.833","1.0","6.0","2017","4"
"RT3","62 Day Wait for first treatment By Cancer","0.750","1.0","4.0","2017","2"
"NYG","62 Day Wait for first treatment By Cancer","0.959","1.0","24.5","2017","10"
"NWV","62 Day Wait for first treatment By Cancer","0.500","1.0","2.0","2017","12"
"RRJ","62 Day Wait for first treatment By Cancer","0.714","1.0","3.5","2017","6"
"RA9","62 Day Wait for first treatment By Cancer","0.714","1.0","3.5","2017","4"
"RMP","62 Day Wait for first treatment By Cancer","0.983","1.0","58.0","2017","4"
"RBZ","62 Day Wait for first treatment By Cancer","0.750","1.0","4.0","2017","5"
"RAN","62 Day Wait for first treatment By Cancer","0.857","1.0","7.0","2017","9"
"NQT","62 Day Wait for first treatment By Cancer","0.800","1.0","5.0","2017","4"
"NVM","62 Day Wait for first treatment By Cancer","0.800","1.0","5.0","2017","7"
"RJN","62 Day Wait for first treatment By Cancer","0.943","1.0","17.5","2017","6"
"RAN","62 Day Wait for first treatment By Cancer","0.818","1.0","5.5","2017","3"
"RQ3","62 Day Wait for first treatment By Cancer","0.818","1.0","5.5","2017","11"
"RBQ","62 Day Wait for first treatment By Cancer","0.900","1.0","10.0","2017","8"
"RLU","62 Day Wait for first treatment By Cancer","0.000","1.0","1.0","2017","3"
"RAN","62 Day Wait for first treatment By Cancer","0.857","1.0","7.0","2017","11"
"NYG","62 Day Wait for first treatment By Cancer","0.939","1.0","16.5","2017","8"
"RBQ","62 Day Wait for first treatment By Cancer","0.875","1.0","8.0","2017","12"
"RRJ","62 Day Wait for first treatment By Cancer","0.667","1.0","3.0","2017","11"
"AQK","62 Day Wait for first treatment By Cancer","0.875","1.0","8.0","2017","11"
"RRJ","62 Day Wait for first treatment By Cancer","0.667","1.0","3.0","2017","4"
"RRJ","62 Day Wait for first treatment By Cancer","0.600","1.0","2.5","2017","5"
"RRJ","62 Day Wait for first treatment By Cancer","0.667","1.0","3.0","2017","2"
"RE9","62 Day Wait for first treatment By Cancer","0.955","1.0","22.0","2017","4"
"RGM","62 Day Wait for first treatment By Cancer","0.800","1.0","5.0","2017","3"
"RGM","62 Day Wait for first treatment By Cancer","0.800","1.0","5.0","2017","9"
"RX4","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","5"
"RGM","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","12"
"RLU","62 Day Wait for first treatment By Cancer","0.667","0.5","1.5","2017","6"
"RBQ","62 Day Wait for first treatment By Cancer","0.944","0.5","9.0","2017","11"
"RBQ","62 Day Wait for first treatment By Cancer","0.960","0.5","12.5","2017","9"
"RBQ","62 Day Wait for first treatment By Cancer","0.968","0.5","15.5","2017","4"
"AQK","62 Day Wait for first treatment By Cancer","0.900","0.5","5.0","2017","6"
"RLU","62 Day Wait for first treatment By Cancer","0.667","0.5","1.5","2017","5"
"RL1","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","8"
"RRE","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","2"
"RGM","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","1"
"RAN","62 Day Wait for first treatment By Cancer","0.889","0.5","4.5","2017","1"
"RAN","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","4"
"RL1","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","9"
"RRF","62 Day Wait for first treatment By Cancer","0.991","0.5","53.5","2017","3"
"RDR","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","4"
"RRJ","62 Day Wait for first treatment By Cancer","0.833","0.5","3.0","2017","12"
"NYT","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","10"
"NYT","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","8"
"AQK","62 Day Wait for first treatment By Cancer","0.933","0.5","7.5","2017","2"
"RQ3","62 Day Wait for first treatment By Cancer","0.833","0.5","3.0","2017","12"
"RQQ","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","5"
"RV9","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","5"
"NQT","62 Day Wait for first treatment By Cancer","0.500","0.5","1.0","2017","6"
"RY2","62 Day Wait for first treatment By Cancer","0.923","0.5","6.5","2017","5"
"RY2","62 Day Wait for first treatment By Cancer","0.667","0.5","1.5","2017","7"
"NWV","62 Day Wait for first treatment By Cancer","0.857","0.5","3.5","2017","1"
"RBS","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","9"
"NQT","62 Day Wait for first treatment By Cancer","0.950","0.5","10.0","2017","9"
"RAT","62 Day Wait for first treatment By Cancer","0.500","0.5","1.0","2017","2"
"NWV","62 Day Wait for first treatment By Cancer","0.889","0.5","4.5","2017","6"
"REP","62 Day Wait for first treatment By Cancer","0.958","0.5","12.0","2017","8"
"RE9","62 Day Wait for first treatment By Cancer","0.929","0.5","7.0","2017","6"
"RAN","62 Day Wait for first treatment By Cancer","0.833","0.5","3.0","2017","12"
"NYG","62 Day Wait for first treatment By Cancer","0.985","0.5","33.0","2017","7"
"NYG","62 Day Wait for first treatment By Cancer","0.000","0.5","0.5","2017","6"
"NWV","62 Day Wait for first treatment By Cancer","0.800","0.5","2.5","2017","7"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","12.5","2017","1"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2017","1"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2017","3"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","4"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2017","5"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","11"
"RP4","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","9"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","1"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","2"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","7"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2017","11"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","6"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","8.0","2017","5"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2017","3"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","3.0","2017","2"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","5.5","2017","1"
"RAX","62 Day Wait for first treatment By Cancer","1.000","0.0","57.5","2017","5"
"NYT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","12"
"NYG","62 Day Wait for first treatment By Cancer","1.000","0.0","11.5","2017","4"
"RRJ","62 Day Wait for first treatment By Cancer","1.000","0.0","2.5","2017","10"
"RQ3","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","7"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","3"
"RKE","62 Day Wait for first treatment By Cancer","1.000","0.0","18.5","2017","2"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","2.5","2017","8"
"RQ3","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","5"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","11.5","2017","5"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","10.5","2017","2"
"RP6","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","11"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","12.0","2017","3"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","3.5","2017","4"
"RAT","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","7"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","9.0","2017","7"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","12.0","2017","6"
"RBQ","62 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2017","7"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","11.0","2017","9"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","5.0","2017","10"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","14.5","2017","11"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","5.0","2017","12"
"RQ3","62 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2017","4"
"RQ3","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","1"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2017","11"
"RRJ","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","9"
"RBS","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","5"
"RLU","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","7"
"RBS","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","7"
"RP6","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","8"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","5.0","2017","8"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2017","8"
"RP6","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","3"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","7"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","13.5","2017","10"
"RRJ","62 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2017","8"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","14.5","2017","11"
"RBS","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","11"
"RRJ","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","3"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","12.5","2017","12"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","3"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","16.5","2017","8"
"RAN","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","2"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","1"
"NQT","62 Day Wait for first treatment By Cancer","1.000","0.0","14.0","2017","12"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","2"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","1"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","12"
"NYG","62 Day Wait for first treatment By Cancer","1.000","0.0","20.0","2017","12"
"NYG","62 Day Wait for first treatment By Cancer","1.000","0.0","14.5","2017","11"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","4"
"NWV","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","10"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","5"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","11"
"RET","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","9"
"NYG","62 Day Wait for first treatment By Cancer","1.000","0.0","15.0","2017","9"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","5.5","2017","10"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","3.0","2017","10"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","2.5","2017","2"
"RE9","62 Day Wait for first treatment By Cancer","1.000","0.0","14.5","2017","2"
"RE9","62 Day Wait for first treatment By Cancer","1.000","0.0","19.5","2017","3"
"REP","62 Day Wait for first treatment By Cancer","1.000","0.0","7.0","2017","4"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","3.5","2017","4"
"RE9","62 Day Wait for first treatment By Cancer","1.000","0.0","14.0","2017","5"
"NWV","62 Day Wait for first treatment By Cancer","1.000","0.0","2.0","2017","11"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","3.5","2017","5"
"RGM","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","7"
"RL1","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","7"
"RLU","62 Day Wait for first treatment By Cancer","1.000","0.0","1.5","2017","1"
"RLU","62 Day Wait for first treatment By Cancer","1.000","0.0","4.0","2017","2"
"RLU","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","8"
"RLU","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","4"
"RY2","62 Day Wait for first treatment By Cancer","1.000","0.0","5.0","2017","1"
"RFF","62 Day Wait for first treatment By Cancer","1.000","0.0","36.0","2017","9"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","11.5","2017","9"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","12.5","2017","7"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","4.5","2017","11"
"RQ3","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","10"
"REP","62 Day Wait for first treatment By Cancer","1.000","0.0","4.5","2017","10"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","7.0","2017","9"
"NYG","62 Day Wait for first treatment By Cancer","1.000","0.0","3.5","2017","5"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","10.0","2017","4"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","10"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2017","3"
"RY7","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","5"
"AQK","62 Day Wait for first treatment By Cancer","1.000","0.0","14.0","2017","5"
"RCU","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","11"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","2.5","2017","8"
"NVM","62 Day Wait for first treatment By Cancer","1.000","0.0","6.0","2017","12"
"RP4","62 Day Wait for first treatment By Cancer","1.000","0.0","4.5","2017","6"
"RP4","62 Day Wait for first treatment By Cancer","1.000","0.0","1.0","2017","7"
"RP4","62 Day Wait for first treatment By Cancer","1.000","0.0","0.5","2017","8"
"RVV","62 Day Wait for first treatment By Cancer","0.656","190.0","552.5","2018","7"
"RR8","62 Day Wait for first treatment By Cancer","0.683","170.0","536.0","2018","10"
"RVV","62 Day Wait for first treatment By Cancer","0.659","168.5","494.0","2018","8"
"RR8","62 Day Wait for first treatment By Cancer","0.687","157.0","501.0","2018","8"
"RVV","62 Day Wait for first treatment By Cancer","0.651","151.0","433.0","2018","6"
"RR8","62 Day Wait for first treatment By Cancer","0.673","145.0","444.0","2018","7"
"RVV","62 Day Wait for first treatment By Cancer","0.651","142.5","408.5","2018","5"
"RR8","62 Day Wait for first treatment By Cancer","0.681","140.5","440.0","2018","11"
"RWE","62 Day Wait for first treatment By Cancer","0.715","138.0","484.0","2018","9"
"RHQ","62 Day Wait for first treatment By Cancer","0.673","137.5","420.5","2018","10"
"RWE","62 Day Wait for first treatment By Cancer","0.742","135.5","525.0","2018","11"
"RTE","62 Day Wait for first treatment By Cancer","0.687","133.0","425.0","2018","10"
