"ODS Code","Measure","Percentage","Over Target","Total","Year","Month"
"RDE","62 Day Wait for first treatment By Cancer","0.737","24.5","93.0","2017","10"
"RXC","62 Day Wait for first treatment By Cancer","0.819","24.5","135.5","2017","8"
"RXN","62 Day Wait for first treatment By Cancer","0.796","24.5","120.0","2017","2"
"RTR","62 Day Wait for first treatment By Cancer","0.825","24.5","140.0","2017","1"
"RM1","62 Day Wait for first treatment By Cancer","0.865","24.5","181.5","2017","7"
"RAL","62 Day Wait for first treatment By Cancer","0.842","24.5","155.5","2017","11"
"RR1","62 Day Wait for first treatment By Cancer","0.862","24.5","177.5","2017","6"
"RDD","62 Day Wait for first treatment By Cancer","0.684","24.5","77.5","2017","3"
"RDD","62 Day Wait for first treatment By Cancer","0.728","24.5","90.0","2017","10"
"RXH","62 Day Wait for first treatment By Cancer","0.805","24.5","125.5","2017","12"
"RCB","62 Day Wait for first treatment By Cancer","0.810","24.5","129.0","2017","6"
"RN5","62 Day Wait for first treatment By Cancer","0.769","24.5","106.0","2017","10"
"RRV","62 Day Wait for first treatment By Cancer","0.694","24.5","80.0","2017","9"
"RTR","62 Day Wait for first treatment By Cancer","0.821","24.0","134.0","2017","7"
"RXH","62 Day Wait for first treatment By Cancer","0.805","24.0","123.0","2017","10"
"RAL","62 Day Wait for first treatment By Cancer","0.798","24.0","119.0","2017","2"
"RAJ","62 Day Wait for first treatment By Cancer","0.724","24.0","87.0","2017","3"
"RTD","62 Day Wait for first treatment By Cancer","0.893","24.0","224","2017","8"
"RA7","62 Day Wait for first treatment By Cancer","0.780","24.0","109.0","2017","5"
"RBV","62 Day Wait for first treatment By Cancer","0.702","24.0","80.5","2017","8"
"RAL","62 Day Wait for first treatment By Cancer","0.832","24.0","142.5","2017","5"
"RK9","62 Day Wait for first treatment By Cancer","0.855","24.0","165.0","2017","5"
"RJL","62 Day Wait for first treatment By Cancer","0.728","23.5","86.5","2017","10"
"RNA","62 Day Wait for first treatment By Cancer","0.746","23.5","92.5","2017","2"
"RCB","62 Day Wait for first treatment By Cancer","0.832","23.5","139.5","2017","8"
"RNS","62 Day Wait for first treatment By Cancer","0.751","23.5","94.5","2017","8"
"RNS","62 Day Wait for first treatment By Cancer","0.746","23.5","92.5","2017","6"
"RJL","62 Day Wait for first treatment By Cancer","0.708","23.5","80.5","2017","1"
"RGT","62 Day Wait for first treatment By Cancer","0.803","23.5","119.5","2017","12"
"RGT","62 Day Wait for first treatment By Cancer","0.815","23.5","127.0","2017","11"
"RW6","62 Day Wait for first treatment By Cancer","0.804","23.5","120.0","2017","5"
"RAJ","62 Day Wait for first treatment By Cancer","0.669","23.5","71.0","2017","2"
"RBV","62 Day Wait for first treatment By Cancer","0.708","23.5","80.5","2017","7"
"RCB","62 Day Wait for first treatment By Cancer","0.832","23.5","140.0","2017","1"
"R0A","62 Day Wait for first treatment By Cancer","0.795","23.5","114.5","2017","11"
"RCB","62 Day Wait for first treatment By Cancer","0.782","23.5","108.0","2017","2"
"RHQ","62 Day Wait for first treatment By Cancer","0.836","23.5","143.0","2017","4"
"RTD","62 Day Wait for first treatment By Cancer","0.879","23.5","193.5","2017","9"
"RXN","62 Day Wait for first treatment By Cancer","0.850","23.5","157.0","2017","8"
"RQ8","62 Day Wait for first treatment By Cancer","0.787","23.5","110.5","2017","5"
"RAL","62 Day Wait for first treatment By Cancer","0.829","23.5","137.5","2017","3"
"RXC","62 Day Wait for first treatment By Cancer","0.760","23.5","98.0","2017","4"
"RTD","62 Day Wait for first treatment By Cancer","0.816","23.5","128.0","2017","2"
"RNS","62 Day Wait for first treatment By Cancer","0.729","23.0","85.0","2017","5"
"RRV","62 Day Wait for first treatment By Cancer","0.714","23.0","80.5","2017","10"
"RWH","62 Day Wait for first treatment By Cancer","0.768","23.0","99.0","2017","10"
"RR1","62 Day Wait for first treatment By Cancer","0.860","23.0","164.5","2017","7"
"RXW","62 Day Wait for first treatment By Cancer","0.847","23.0","150.0","2017","8"
"RTD","62 Day Wait for first treatment By Cancer","0.857","23.0","160.5","2017","1"
"RKB","62 Day Wait for first treatment By Cancer","0.804","23.0","117.5","2017","9"
"RAL","62 Day Wait for first treatment By Cancer","0.832","23.0","137.0","2017","10"
"RXC","62 Day Wait for first treatment By Cancer","0.809","23.0","120.5","2017","9"
"RGT","62 Day Wait for first treatment By Cancer","0.816","23.0","125.0","2017","1"
"RPA","62 Day Wait for first treatment By Cancer","0.726","23.0","84.0","2017","9"
"RRV","62 Day Wait for first treatment By Cancer","0.701","23.0","77.0","2017","2"
"RNS","62 Day Wait for first treatment By Cancer","0.765","23.0","98.0","2017","10"
"RBV","62 Day Wait for first treatment By Cancer","0.716","23.0","81.0","2017","3"
"RRV","62 Day Wait for first treatment By Cancer","0.746","22.5","88.5","2017","11"
"RFS","62 Day Wait for first treatment By Cancer","0.717","22.5","79.5","2017","7"
"RR1","62 Day Wait for first treatment By Cancer","0.859","22.5","160.0","2017","11"
"RXN","62 Day Wait for first treatment By Cancer","0.786","22.5","105.0","2017","9"
"RXN","62 Day Wait for first treatment By Cancer","0.831","22.5","133.5","2017","3"
"RCB","62 Day Wait for first treatment By Cancer","0.826","22.5","129.5","2017","7"
"RTR","62 Day Wait for first treatment By Cancer","0.852","22.5","152.0","2017","3"
"RXW","62 Day Wait for first treatment By Cancer","0.794","22.5","109.0","2017","10"
"RGN","62 Day Wait for first treatment By Cancer","0.843","22.5","143.0","2017","8"
"RGQ","62 Day Wait for first treatment By Cancer","0.777","22.5","101","2017","7"
"RR1","62 Day Wait for first treatment By Cancer","0.857","22.5","157.0","2017","1"
"RAE","62 Day Wait for first treatment By Cancer","0.750","22.5","90.0","2017","11"
"RWA","62 Day Wait for first treatment By Cancer","0.820","22.5","125.0","2017","2"
"RCB","62 Day Wait for first treatment By Cancer","0.828","22.5","130.5","2017","3"
"RJZ","62 Day Wait for first treatment By Cancer","0.803","22.0","111.5","2017","7"
"RGT","62 Day Wait for first treatment By Cancer","0.847","22.0","143.5","2017","7"
"RGT","62 Day Wait for first treatment By Cancer","0.853","22.0","150.0","2017","8"
"RXC","62 Day Wait for first treatment By Cancer","0.804","22.0","112.0","2017","12"
"RKB","62 Day Wait for first treatment By Cancer","0.817","22.0","120.0","2017","6"
"REF","62 Day Wait for first treatment By Cancer","0.859","22.0","156.5","2017","8"
"RYR","62 Day Wait for first treatment By Cancer","0.863","22.0","160.5","2017","1"
"REN","62 Day Wait for first treatment By Cancer","0.551","22.0","49.0","2017","5"
"RWF","62 Day Wait for first treatment By Cancer","0.746","22.0","86.5","2017","12"
"RQ8","62 Day Wait for first treatment By Cancer","0.765","22.0","93.5","2017","12"
"RTR","62 Day Wait for first treatment By Cancer","0.852","22.0","148.5","2017","5"
"RA9","62 Day Wait for first treatment By Cancer","0.777","22.0","98.5","2017","11"
"RBA","62 Day Wait for first treatment By Cancer","0.737","22.0","83.5","2017","10"
"RGT","62 Day Wait for first treatment By Cancer","0.786","22.0","103.0","2017","4"
"RJL","62 Day Wait for first treatment By Cancer","0.746","22.0","86.5","2017","11"
"RL4","62 Day Wait for first treatment By Cancer","0.739","21.5","82.5","2017","12"
"RAL","62 Day Wait for first treatment By Cancer","0.818","21.5","118.0","2017","1"
"RR1","62 Day Wait for first treatment By Cancer","0.879","21.5","178.0","2017","8"
"RJZ","62 Day Wait for first treatment By Cancer","0.801","21.5","108.0","2017","2"
"R1K","62 Day Wait for first treatment By Cancer","0.777","21.5","96.5","2017","5"
"RBV","62 Day Wait for first treatment By Cancer","0.715","21.5","75.5","2017","1"
"RYR","62 Day Wait for first treatment By Cancer","0.874","21.5","170.0","2017","2"
"RA7","62 Day Wait for first treatment By Cancer","0.812","21.5","114.5","2017","3"
"RF4","62 Day Wait for first treatment By Cancer","0.862","21.5","156.0","2017","3"
"RAE","62 Day Wait for first treatment By Cancer","0.797","21.5","106.0","2017","5"
"RRK","62 Day Wait for first treatment By Cancer","0.775","21.5","95.5","2017","11"
"RHU","62 Day Wait for first treatment By Cancer","0.836","21.5","131.0","2017","9"
"RHM","62 Day Wait for first treatment By Cancer","0.848","21.5","141.5","2017","7"
"RYR","62 Day Wait for first treatment By Cancer","0.862","21.5","156.0","2017","7"
"RAJ","62 Day Wait for first treatment By Cancer","0.709","21.5","74","2017","8"
"RJ2","62 Day Wait for first treatment By Cancer","0.681","21.5","67.5","2017","7"
"RQ8","62 Day Wait for first treatment By Cancer","0.810","21.5","113.0","2017","8"
"RW6","62 Day Wait for first treatment By Cancer","0.780","21.0","95.5","2017","4"
"RL4","62 Day Wait for first treatment By Cancer","0.734","21.0","79.0","2017","1"
"RJZ","62 Day Wait for first treatment By Cancer","0.823","21.0","118.5","2017","6"
"RA7","62 Day Wait for first treatment By Cancer","0.768","21.0","90.5","2017","4"
"RTH","62 Day Wait for first treatment By Cancer","0.864","21.0","154.5","2017","4"
"RHU","62 Day Wait for first treatment By Cancer","0.824","21.0","119.0","2017","12"
"RBV","62 Day Wait for first treatment By Cancer","0.635","21.0","57.5","2017","12"
"RXR","62 Day Wait for first treatment By Cancer","0.807","21.0","109.0","2017","11"
"RHW","62 Day Wait for first treatment By Cancer","0.822","21.0","118.0","2017","1"
"RJ2","62 Day Wait for first treatment By Cancer","0.734","21.0","79.0","2017","12"
"RHM","62 Day Wait for first treatment By Cancer","0.859","21.0","148.5","2017","10"
"RL4","62 Day Wait for first treatment By Cancer","0.727","21.0","77.0","2017","9"
"RAJ","62 Day Wait for first treatment By Cancer","0.641","21.0","58.5","2017","6"
"RAE","62 Day Wait for first treatment By Cancer","0.768","21.0","90.5","2017","6"
"RGN","62 Day Wait for first treatment By Cancer","0.853","21.0","143.0","2017","10"
"RTR","62 Day Wait for first treatment By Cancer","0.852","21.0","142.0","2017","8"
"RJL","62 Day Wait for first treatment By Cancer","0.775","21.0","93.5","2017","5"
"RHM","62 Day Wait for first treatment By Cancer","0.874","21.0","167.0","2017","12"
"RGT","62 Day Wait for first treatment By Cancer","0.831","20.5","121.5","2017","9"
"RYR","62 Day Wait for first treatment By Cancer","0.865","20.5","151.5","2017","12"
"RN5","62 Day Wait for first treatment By Cancer","0.814","20.5","110.0","2017","11"
"REF","62 Day Wait for first treatment By Cancer","0.864","20.5","151","2017","11"
"RTH","62 Day Wait for first treatment By Cancer","0.871","20.5","158.5","2017","12"
"RNA","62 Day Wait for first treatment By Cancer","0.770","20.5","89.0","2017","5"
"RL4","62 Day Wait for first treatment By Cancer","0.780","20.5","93.0","2017","5"
"RXF","62 Day Wait for first treatment By Cancer","0.846","20.5","133.0","2017","11"
"RW6","62 Day Wait for first treatment By Cancer","0.827","20.5","118.5","2017","7"
"RHM","62 Day Wait for first treatment By Cancer","0.858","20.5","144.0","2017","9"
"RJ2","62 Day Wait for first treatment By Cancer","0.730","20.5","76.0","2017","8"
"RAE","62 Day Wait for first treatment By Cancer","0.759","20.5","85.0","2017","2"
"RBA","62 Day Wait for first treatment By Cancer","0.741","20.5","79.0","2017","5"
"REN","62 Day Wait for first treatment By Cancer","0.606","20.5","52.0","2017","11"
"REN","62 Day Wait for first treatment By Cancer","0.620","20.5","54.0","2017","12"
"RFS","62 Day Wait for first treatment By Cancer","0.744","20.5","80.0","2017","11"
"RJZ","62 Day Wait for first treatment By Cancer","0.837","20.5","125.5","2017","11"
"RXL","62 Day Wait for first treatment By Cancer","0.776","20.5","91.5","2017","10"
"RR1","62 Day Wait for first treatment By Cancer","0.871","20.5","158.5","2017","10"
"RTR","62 Day Wait for first treatment By Cancer","0.866","20.5","153.5","2017","11"
"RGT","62 Day Wait for first treatment By Cancer","0.785","20.5","95.5","2017","2"
"RTD","62 Day Wait for first treatment By Cancer","0.888","20.5","182.5","2017","3"
"RTD","62 Day Wait for first treatment By Cancer","0.877","20.5","167.0","2017","5"
"RAJ","62 Day Wait for first treatment By Cancer","0.655","20.0","58.0","2017","5"
"RXQ","62 Day Wait for first treatment By Cancer","0.798","20.0","99.0","2017","11"
"RGN","62 Day Wait for first treatment By Cancer","0.836","20.0","122.0","2017","12"
"RGN","62 Day Wait for first treatment By Cancer","0.842","20.0","126.5","2017","4"
"RGT","62 Day Wait for first treatment By Cancer","0.841","20.0","126.0","2017","3"
"RRK","62 Day Wait for first treatment By Cancer","0.750","20.0","80.0","2017","12"
"RDZ","62 Day Wait for first treatment By Cancer","0.835","20.0","121.0","2017","1"
"RN5","62 Day Wait for first treatment By Cancer","0.821","20.0","112.0","2017","6"
"RWF","62 Day Wait for first treatment By Cancer","0.781","20.0","91.5","2017","9"
"RXN","62 Day Wait for first treatment By Cancer","0.807","20.0","103.5","2017","12"
"RJ2","62 Day Wait for first treatment By Cancer","0.712","20.0","69.5","2017","5"
"RGQ","62 Day Wait for first treatment By Cancer","0.786","20.0","93.5","2017","2"
"RA7","62 Day Wait for first treatment By Cancer","0.817","20.0","109.0","2017","6"
"RR1","62 Day Wait for first treatment By Cancer","0.873","20.0","157.5","2017","9"
"RF4","62 Day Wait for first treatment By Cancer","0.816","20.0","108.5","2017","5"
"RL4","62 Day Wait for first treatment By Cancer","0.778","19.5","88.0","2017","7"
"RYJ","62 Day Wait for first treatment By Cancer","0.756","19.5","80.0","2017","2"
"RWH","62 Day Wait for first treatment By Cancer","0.805","19.5","100.0","2017","12"
"RR1","62 Day Wait for first treatment By Cancer","0.863","19.5","142.0","2017","5"
"REF","62 Day Wait for first treatment By Cancer","0.872","19.5","152.5","2017","9"
"RXF","62 Day Wait for first treatment By Cancer","0.818","19.5","107.0","2017","3"
"RVJ","62 Day Wait for first treatment By Cancer","0.860","19.5","139.5","2017","6"
"RNS","62 Day Wait for first treatment By Cancer","0.745","19.5","76.5","2017","7"
"RGN","62 Day Wait for first treatment By Cancer","0.843","19.5","124.0","2017","7"
"RGN","62 Day Wait for first treatment By Cancer","0.857","19.5","136.0","2017","11"
"RGQ","62 Day Wait for first treatment By Cancer","0.848","19.5","128.0","2017","10"
"R1K","62 Day Wait for first treatment By Cancer","0.717","19.5","69.0","2017","4"
"RBD","62 Day Wait for first treatment By Cancer","0.705","19.5","66.0","2017","10"
"RYR","62 Day Wait for first treatment By Cancer","0.866","19.5","146.0","2017","8"
"RXN","62 Day Wait for first treatment By Cancer","0.811","19.5","103.0","2017","4"
"RTG","62 Day Wait for first treatment By Cancer","0.848","19.5","128.0","2017","10"
"RW6","62 Day Wait for first treatment By Cancer","0.853","19.5","132.5","2017","10"
"RA7","62 Day Wait for first treatment By Cancer","0.790","19.5","93.0","2017","2"
"RXH","62 Day Wait for first treatment By Cancer","0.819","19.5","108.0","2017","5"
"RA2","62 Day Wait for first treatment By Cancer","0.730","19.0","70.5","2017","11"
"RHM","62 Day Wait for first treatment By Cancer","0.873","19.0","149.5","2017","6"
"RHM","62 Day Wait for first treatment By Cancer","0.844","19.0","122.0","2017","4"
"REF","62 Day Wait for first treatment By Cancer","0.864","19","140","2017","6"
"RDE","62 Day Wait for first treatment By Cancer","0.723","19.0","68.5","2017","12"
"RF4","62 Day Wait for first treatment By Cancer","0.820","19.0","105.5","2017","4"
"R1H","62 Day Wait for first treatment By Cancer","0.824","19.0","108.0","2017","7"
"RXR","62 Day Wait for first treatment By Cancer","0.861","19.0","136.5","2017","10"
"R1K","62 Day Wait for first treatment By Cancer","0.759","19.0","79.0","2017","3"
"RJL","62 Day Wait for first treatment By Cancer","0.743","19.0","74.0","2017","8"
"RYR","62 Day Wait for first treatment By Cancer","0.889","19.0","171.5","2017","10"
"RM1","62 Day Wait for first treatment By Cancer","0.867","19.0","143.0","2017","12"
"RAJ","62 Day Wait for first treatment By Cancer","0.723","19.0","68.5","2017","4"
"RX1","62 Day Wait for first treatment By Cancer","0.877","19.0","155.0","2017","10"
"RA7","62 Day Wait for first treatment By Cancer","0.805","19.0","97.5","2017","9"
"RTG","62 Day Wait for first treatment By Cancer","0.829","19.0","111.0","2017","12"
"RDD","62 Day Wait for first treatment By Cancer","0.710","19.0","65.5","2017","4"
"RBV","62 Day Wait for first treatment By Cancer","0.727","19.0","69.5","2017","4"
"RL4","62 Day Wait for first treatment By Cancer","0.783","19.0","87.5","2017","8"
"RBA","62 Day Wait for first treatment By Cancer","0.747","19.0","75.0","2017","9"
"RYR","62 Day Wait for first treatment By Cancer","0.877","19.0","155.0","2017","9"
"RFS","62 Day Wait for first treatment By Cancer","0.723","19.0","68.5","2017","1"
"RHW","62 Day Wait for first treatment By Cancer","0.819","19.0","105.0","2017","5"
"RXN","62 Day Wait for first treatment By Cancer","0.851","19.0","127.5","2017","10"
"RFS","62 Day Wait for first treatment By Cancer","0.753","18.5","75.0","2017","3"
"RXN","62 Day Wait for first treatment By Cancer","0.826","18.5","106.5","2017","11"
"R1K","62 Day Wait for first treatment By Cancer","0.752","18.5","74.5","2017","1"
"RR1","62 Day Wait for first treatment By Cancer","0.888","18.5","165.0","2017","3"
"RJ2","62 Day Wait for first treatment By Cancer","0.801","18.5","93.0","2017","9"
"REN","62 Day Wait for first treatment By Cancer","0.644","18.5","52.0","2017","7"
"RPA","62 Day Wait for first treatment By Cancer","0.813","18.5","99.0","2017","8"
"RTF","62 Day Wait for first treatment By Cancer","0.766","18.5","79.0","2017","9"
"RJL","62 Day Wait for first treatment By Cancer","0.798","18.5","91.5","2017","3"
"REN","62 Day Wait for first treatment By Cancer","0.681","18.5","58.0","2017","3"
"RJ2","62 Day Wait for first treatment By Cancer","0.726","18.5","67.5","2017","2"
"RTR","62 Day Wait for first treatment By Cancer","0.858","18.5","130.5","2017","4"
"REF","62 Day Wait for first treatment By Cancer","0.872","18.5","145","2017","10"
"REF","62 Day Wait for first treatment By Cancer","0.849","18.5","122.5","2017","5"
"RTD","62 Day Wait for first treatment By Cancer","0.853","18.5","125.5","2017","12"
"RHM","62 Day Wait for first treatment By Cancer","0.890","18.5","168.5","2017","5"
"RXL","62 Day Wait for first treatment By Cancer","0.764","18.5","78.5","2017","9"
"RWY","62 Day Wait for first treatment By Cancer","0.833","18.5","110.5","2017","7"
"RYJ","62 Day Wait for first treatment By Cancer","0.785","18.5","86.0","2017","5"
"RW6","62 Day Wait for first treatment By Cancer","0.824","18.5","105.0","2017","2"
"RJF","62 Day Wait for first treatment By Cancer","0.641","18.5","51.5","2017","7"
"RH8","62 Day Wait for first treatment By Cancer","0.893","18.5","173","2017","12"
"RBD","62 Day Wait for first treatment By Cancer","0.702","18.5","62","2017","7"
"RGN","62 Day Wait for first treatment By Cancer","0.866","18.0","134.0","2017","5"
"R1K","62 Day Wait for first treatment By Cancer","0.769","18.0","78.0","2017","6"
"RAE","62 Day Wait for first treatment By Cancer","0.776","18.0","80.5","2017","1"
"RL4","62 Day Wait for first treatment By Cancer","0.794","18.0","87.5","2017","2"
"RJZ","62 Day Wait for first treatment By Cancer","0.844","18.0","115.5","2017","10"
"RQ8","62 Day Wait for first treatment By Cancer","0.803","18.0","91.5","2017","4"
"RLN","62 Day Wait for first treatment By Cancer","0.824","18.0","102.5","2017","3"
"RVJ","62 Day Wait for first treatment By Cancer","0.870","18.0","138.5","2017","11"
"RF4","62 Day Wait for first treatment By Cancer","0.851","18.0","121.0","2017","9"
"RPA","62 Day Wait for first treatment By Cancer","0.778","18.0","81.0","2017","3"
"RVJ","62 Day Wait for first treatment By Cancer","0.864","18.0","132.5","2017","10"
"RPY","62 Day Wait for first treatment By Cancer","0.741","18.0","69.5","2017","8"
"RTX","62 Day Wait for first treatment By Cancer","0.787","18.0","84.5","2017","6"
"REN","62 Day Wait for first treatment By Cancer","0.613","18.0","46.5","2017","2"
"RVJ","62 Day Wait for first treatment By Cancer","0.891","18.0","164.5","2017","1"
"RXF","62 Day Wait for first treatment By Cancer","0.839","18.0","112.0","2017","1"
"RA7","62 Day Wait for first treatment By Cancer","0.841","18.0","113.5","2017","10"
"RGN","62 Day Wait for first treatment By Cancer","0.862","18.0","130.0","2017","6"
"R1K","62 Day Wait for first treatment By Cancer","0.779","18.0","81.5","2017","8"
"RJZ","62 Day Wait for first treatment By Cancer","0.817","18.0","98.5","2017","3"
"R1H","62 Day Wait for first treatment By Cancer","0.857","18.0","125.5","2017","10"
"RHU","62 Day Wait for first treatment By Cancer","0.864","18.0","132.0","2017","1"
"RKB","62 Day Wait for first treatment By Cancer","0.856","17.5","121.5","2017","11"
"RK5","62 Day Wait for first treatment By Cancer","0.762","17.5","73.5","2017","8"
"RXH","62 Day Wait for first treatment By Cancer","0.857","17.5","122.5","2017","4"
"RM1","62 Day Wait for first treatment By Cancer","0.903","17.5","181.0","2017","9"
"REF","62 Day Wait for first treatment By Cancer","0.842","17.5","111.0","2017","4"
"RTR","62 Day Wait for first treatment By Cancer","0.880","17.5","146.0","2017","12"
"RKB","62 Day Wait for first treatment By Cancer","0.830","17.5","103.0","2017","5"
"RBA","62 Day Wait for first treatment By Cancer","0.750","17.5","70.0","2017","1"
"RW6","62 Day Wait for first treatment By Cancer","0.804","17.5","89.5","2017","12"
"RCX","62 Day Wait for first treatment By Cancer","0.765","17.5","74.5","2017","5"
"RDD","62 Day Wait for first treatment By Cancer","0.777","17.5","78.5","2017","12"
"RYJ","62 Day Wait for first treatment By Cancer","0.762","17.5","73.5","2017","1"
"RVJ","62 Day Wait for first treatment By Cancer","0.870","17.5","135.0","2017","12"
"RBA","62 Day Wait for first treatment By Cancer","0.765","17.5","74.5","2017","6"
"RHU","62 Day Wait for first treatment By Cancer","0.881","17.5","147.0","2017","5"
"RBL","62 Day Wait for first treatment By Cancer","0.774","17.5","77.5","2017","1"
"RNS","62 Day Wait for first treatment By Cancer","0.805","17.0","87","2017","1"
"RR1","62 Day Wait for first treatment By Cancer","0.878","17.0","139.0","2017","4"
"RR1","62 Day Wait for first treatment By Cancer","0.864","17.0","125.0","2017","12"
"RPY","62 Day Wait for first treatment By Cancer","0.773","17.0","75.0","2017","7"
"RXF","62 Day Wait for first treatment By Cancer","0.842","17.0","107.5","2017","6"
"RNS","62 Day Wait for first treatment By Cancer","0.764","17.0","72.0","2017","3"
"RJ2","62 Day Wait for first treatment By Cancer","0.801","17.0","85.5","2017","11"
"RGQ","62 Day Wait for first treatment By Cancer","0.862","17.0","123.0","2017","8"
"RGQ","62 Day Wait for first treatment By Cancer","0.832","17.0","101.0","2017","4"
"RHW","62 Day Wait for first treatment By Cancer","0.850","17.0","113.0","2017","11"
"RVW","62 Day Wait for first treatment By Cancer","0.782","17.0","78.0","2017","8"
"RA9","62 Day Wait for first treatment By Cancer","0.840","17.0","106.0","2017","6"
"RW6","62 Day Wait for first treatment By Cancer","0.853","17.0","116.0","2017","11"
"RW6","62 Day Wait for first treatment By Cancer","0.817","17.0","93.0","2017","9"
"RDD","62 Day Wait for first treatment By Cancer","0.757","17.0","70.0","2017","9"
"RJZ","62 Day Wait for first treatment By Cancer","0.858","17.0","120.0","2017","1"
"RJZ","62 Day Wait for first treatment By Cancer","0.869","17.0","129.5","2017","8"
"RA2","62 Day Wait for first treatment By Cancer","0.778","17.0","76.5","2017","10"
"RHU","62 Day Wait for first treatment By Cancer","0.867","17.0","127.5","2017","3"
"RTD","62 Day Wait for first treatment By Cancer","0.868","17.0","129.0","2017","4"
"RXW","62 Day Wait for first treatment By Cancer","0.868","17.0","129.0","2017","3"
"RXW","62 Day Wait for first treatment By Cancer","0.857","17","119","2017","5"
"RXW","62 Day Wait for first treatment By Cancer","0.874","17","135","2017","9"
"RNA","62 Day Wait for first treatment By Cancer","0.781","17.0","77.5","2017","6"
"RTR","62 Day Wait for first treatment By Cancer","0.880","17.0","141.5","2017","6"
"R1K","62 Day Wait for first treatment By Cancer","0.802","17.0","86.0","2017","7"
"RCB","62 Day Wait for first treatment By Cancer","0.864","17.0","125.0","2017","11"
"RTX","62 Day Wait for first treatment By Cancer","0.782","17.0","78.0","2017","1"
"RXP","62 Day Wait for first treatment By Cancer","0.868","17.0","129.0","2017","6"
"RLN","62 Day Wait for first treatment By Cancer","0.776","17.0","76.0","2017","6"
"RVJ","62 Day Wait for first treatment By Cancer","0.873","17.0","134.0","2017","8"
"RVJ","62 Day Wait for first treatment By Cancer","0.896","17.0","163.0","2017","3"
"RN5","62 Day Wait for first treatment By Cancer","0.863","17.0","124.5","2017","5"
"RVJ","62 Day Wait for first treatment By Cancer","0.879","17.0","140.0","2017","2"
"RK5","62 Day Wait for first treatment By Cancer","0.778","17.0","76.5","2017","9"
"REF","62 Day Wait for first treatment By Cancer","0.861","17.0","122","2017","1"
"RHU","62 Day Wait for first treatment By Cancer","0.869","16.5","125.5","2017","4"
"RXL","62 Day Wait for first treatment By Cancer","0.811","16.5","87.5","2017","2"
"RA2","62 Day Wait for first treatment By Cancer","0.748","16.5","65.5","2017","8"
"RVJ","62 Day Wait for first treatment By Cancer","0.855","16.5","113.5","2017","9"
"RPY","62 Day Wait for first treatment By Cancer","0.732","16.5","61.5","2017","10"
"RN5","62 Day Wait for first treatment By Cancer","0.849","16.5","109.0","2017","9"
"RYJ","62 Day Wait for first treatment By Cancer","0.809","16.5","86.5","2017","3"
"R1H","62 Day Wait for first treatment By Cancer","0.847","16.5","108.0","2017","1"
"RXQ","62 Day Wait for first treatment By Cancer","0.813","16.5","88.0","2017","7"
"RL4","62 Day Wait for first treatment By Cancer","0.801","16.5","83.0","2017","4"
"RL4","62 Day Wait for first treatment By Cancer","0.832","16.5","98.5","2017","3"
"RFS","62 Day Wait for first treatment By Cancer","0.732","16.5","61.5","2017","8"
"RXP","62 Day Wait for first treatment By Cancer","0.855","16.5","113.5","2017","10"
"RXW","62 Day Wait for first treatment By Cancer","0.880","16.5","137.5","2017","7"
"RDZ","62 Day Wait for first treatment By Cancer","0.849","16.5","109.5","2017","7"
"RXL","62 Day Wait for first treatment By Cancer","0.813","16.5","88.0","2017","5"
"RCB","62 Day Wait for first treatment By Cancer","0.872","16.5","129.0","2017","12"
"RXW","62 Day Wait for first treatment By Cancer","0.886","16.5","145.0","2017","11"
"R0A","62 Day Wait for first treatment By Cancer","0.874","16.5","130.5","2017","10"
"RTF","62 Day Wait for first treatment By Cancer","0.807","16.5","85.5","2017","7"
"RAJ","62 Day Wait for first treatment By Cancer","0.772","16.5","72.5","2017","7"
"RA9","62 Day Wait for first treatment By Cancer","0.813","16.5","88.0","2017","10"
"RXF","62 Day Wait for first treatment By Cancer","0.869","16.5","125.5","2017","8"
"R1H","62 Day Wait for first treatment By Cancer","0.863","16.5","120.0","2017","11"
"RKB","62 Day Wait for first treatment By Cancer","0.854","16.5","113.0","2017","10"
"RA2","62 Day Wait for first treatment By Cancer","0.763","16.5","69.5","2017","4"
"RA7","62 Day Wait for first treatment By Cancer","0.831","16.5","97.5","2017","12"
"R1H","62 Day Wait for first treatment By Cancer","0.808","16.5","86.0","2017","5"
"RJ2","62 Day Wait for first treatment By Cancer","0.801","16.5","83.0","2017","10"
"RW6","62 Day Wait for first treatment By Cancer","0.838","16.5","102.0","2017","8"
"RXN","62 Day Wait for first treatment By Cancer","0.866","16.5","123.0","2017","5"
"RHU","62 Day Wait for first treatment By Cancer","0.848","16.5","108.5","2017","2"
"RDU","62 Day Wait for first treatment By Cancer","0.880","16.5","137.5","2017","1"
"RAJ","62 Day Wait for first treatment By Cancer","0.773","16.0","70.5","2017","1"
"RTK","62 Day Wait for first treatment By Cancer","0.776","16.0","71.5","2017","2"
"RAJ","62 Day Wait for first treatment By Cancer","0.797","16.0","79.0","2017","9"
"RXP","62 Day Wait for first treatment By Cancer","0.870","16.0","123.0","2017","9"
"RHW","62 Day Wait for first treatment By Cancer","0.854","16.0","109.5","2017","8"
"RXP","62 Day Wait for first treatment By Cancer","0.863","16.0","117.0","2017","11"
"RPY","62 Day Wait for first treatment By Cancer","0.771","16.0","70.0","2017","6"
"R1H","62 Day Wait for first treatment By Cancer","0.859","16.0","113.5","2017","9"
